,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10,2.6778562,-2.3454619,-2.4306586,-0.5224826,-0.0415218,-0.8167731,2.2159015,-1.8965858,2.6794731,3.5859151,-0.4198377,-0.9036464,-1.0788486,-1.2308468,-2.8803204,-2.7123667,-3.0877924,-0.6012936,-1.0066538,0.0802123
11,2.5949111,-1.5692346,-2.0787695,0.6015828,0.8180953,-0.4007925,2.3971576,-1.5285438,1.9642473,1.9109311,0.2147747,-3.8008396,0.4298491,-0.1365169,-2.0018072,-2.9901235,-3.7940539,-0.0110008,-3.0529297,-1.0905149
12,4.2084515,-2.9997836,-3.2700085,-0.076487,-0.5908621,-0.694916,2.5272471,-1.5281481,1.3083801,1.3780373,0.6982598,-3.0573615,-0.8782526,-0.4374719,-2.607794,-4.2108105,-3.7730602,0.2148287,-3.2746599,-0.1571211
13,2.8993991,-1.4982729,-3.3650119,0.2024522,-0.1139509,-1.2341405,2.2085614,-1.6495817,2.1679958,3.6021535,0.9649677,-1.6707894,0.1068678,-0.2000843,-0.8313905,-1.6189407,-1.972655,1.5931366,-3.6502066,0.5513143
14,2.4048684,-1.5148941,-2.2385233,-0.210299,-1.4514179,-0.3785958,2.3695721,-1.9409865,1.9575605,4.0194221,0.3861474,-2.4453415,-0.058185,-0.1787938,-0.2699775,-4.0574599,-3.097599,-0.1914319,-1.7589183,-1.6640458
15,2.6101898,-0.8662722,-1.0044592,-0.0571302,-0.5642018,-0.5085659,2.3608431,-2.3062923,0.6432636,2.2224128,0.6057884,-0.4302322,-0.7580351,0.42967,-2.9075636,-2.1407975,-2.008251,-1.2397445,-2.8946079,-1.2951352
16,0.7944408,-1.7368358,-0.0638308,-0.2028128,0.342301,-0.9402507,2.7781384,-1.1621684,2.0602513,3.1341979,-0.0839151,-3.6120802,0.2234563,-0.3541187,-0.7461566,-3.842637,-3.2664885,-0.7514726,-1.683693,-1.7309893
17,4.0514745,-2.0544479,-0.8874583,-0.6500563,0.6890875,-0.8162916,1.873866,-2.2789118,2.5794587,5.2870705,0.8792828,-2.8220387,1.0992683,-1.058904,-1.4692247,-1.5036533,-3.0120579,-2.7422244,-1.5844672,1.010259
18,1.3009543,-1.7583945,-2.6387255,-0.2785223,0.3151312,-0.6574595,2.2895591,-2.0191254,2.8160812,3.7920755,-0.6023913,-3.2693554,1.3812825,-2.3923882,-1.8234747,-0.8100994,-1.7029904,-1.5522048,-1.9111803,0.3956217
19,1.5997452,-1.8629178,-0.7654397,0.1057284,-0.9868201,-1.5839917,1.4006159,-1.9657589,1.9547293,3.7881167,0.209469,-1.8728192,0.1497495,-1.5090955,-2.9119409,-3.0809311,-2.1650448,-0.6064492,-2.0006101,0.4758503
20,3.334483,-1.6193769,-2.2906967,0.1463548,0.3593338,-0.7860283,1.3937442,-1.9682086,1.8513618,2.2493328,0.0668848,-3.164598,-0.2375965,-2.7168953,-1.3895748,-3.2613902,-1.4522947,-0.218947,-3.0841679,0.9774087
21,4.0392475,-2.6898951,-1.0107122,-0.1872089,0.4907161,0.167835,2.119521,-1.4686731,2.0712352,2.1318409,-0.0761372,-2.8112071,0.4687684,-0.1710561,-1.8966011,-1.798689,-3.1505666,0.6479469,-3.4218849,-1.4526021
22,1.8306241,-3.1319774,-0.3404821,0.0695709,0.0148844,-0.6016062,2.0197305,-1.4909987,2.6231931,4.6700755,0.8356654,-3.9326652,-0.7437842,2.3546426,-2.2364528,-3.7892027,-3.9586421,0.0120892,-3.1248218,0.0526829
23,3.5385656,-1.1657991,-0.3822195,0.410567,-1.0103234,-0.7900129,2.237628,-1.5837701,2.5747093,5.0407569,0.5946274,-2.1142779,0.2864504,-1.0996191,-2.2448263,-1.7404769,-3.2216999,-0.572861,-3.9144843,-0.6192648
24,3.8208375,-3.8313588,-2.6217424,-0.5591052,-0.765691,-1.8877764,2.0702194,-1.5993819,2.6274996,2.3620946,1.2519506,-2.8498251,0.7389554,-1.7661732,-2.064255,-3.180438,-0.5675956,-0.5189072,-3.0736214,0.4372855
25,2.5196375,-2.2797552,-1.1874686,-0.4586617,-0.6676753,-1.4590901,1.847597,-2.3560935,1.9166744,3.3312745,1.1028607,-2.0339593,-0.5290379,-1.3640917,-1.0269434,-1.8265192,-1.6895477,-0.4260575,-4.1517236,-0.677009
26,3.5793797,-1.1505174,-0.5399006,-0.63919,-1.0715111,-1.2208127,1.7305865,-2.11784,2.0639004,3.6596751,0.0492108,-1.3155527,0.0119155,-1.5756223,-1.3587229,0.1181044,-2.852436,-1.5604739,-4.5275355,0.4880478
27,3.4860643,-1.5064391,-1.4943152,-0.4349976,0.083578,-1.7297747,1.2023717,-1.3302716,1.3715495,2.6131706,0.4372792,-2.3526796,0.5015937,-1.7797848,-2.3798726,-2.5672561,-1.6071586,0.0782545,-2.5254805,0.3801034
28,2.7468742,-1.6874688,-1.3993441,0.091879,-0.6684473,-0.6227386,1.6295381,-1.3296606,2.2126366,3.7244162,-0.5172219,-2.371631,0.1891105,-1.8498828,-1.8724126,-2.9194528,-5.3370973,-0.3514712,-3.2835259,-0.903175
29,3.0199519,-2.1557945,-0.3379081,-0.4167596,0.2989827,-0.8300053,2.6757812,-2.2987508,1.9877109,2.4632055,-0.3516151,-2.5907297,0.3147299,-1.0702417,-1.08014,-2.6517272,-5.3111114,-0.2675609,-3.1696807,-0.2493822
30,3.3404514,-2.1158536,-0.4711529,-0.3633436,-1.801795,-0.2990319,2.8151339,-2.2794192,2.615176,5.2493979,0.0923637,-3.9768361,0.5507208,-1.4028749,-1.4152803,-3.6403157,-3.2030882,-0.3166057,-4.397625,2.4180818
31,3.2416912,-1.845729,-1.280964,0.1796841,-1.4306935,-2.0482946,1.4863924,-1.6676776,1.9489507,2.6278871,0.1038991,-1.0423894,0.3002218,1.247726,-2.7094338,-2.168488,-1.9461409,-0.0226815,-2.8172234,0.6030723
32,2.0751868,-3.5326587,-1.5978601,-0.4952645,-0.3014549,0.5391227,1.36848,-1.728711,2.5445914,3.7320293,-0.2023474,-2.4612542,0.4087253,-2.3296625,-2.8750134,-3.8468865,-4.8784023,0.4068182,-3.3058349,1.9089306
33,3.0875301,-1.8350377,-0.7604536,-0.5661993,-1.161893,-1.823965,1.9023026,-1.6526759,1.7436159,1.9385519,1.0462505,-3.2284778,0.1490847,-2.011265,-3.0912683,-1.874735,-4.1819661,1.1099331,-2.9899707,0.5875725
34,1.6656379,-2.1808775,-1.5610152,-0.1187026,0.1846759,-0.6759319,0.743347,-1.8849906,2.8818937,4.1586882,0.3498998,-1.6200209,0.4195511,-0.9110773,-1.5747653,-3.4621815,-2.4875977,-1.4696864,-2.2331369,-0.3461353
35,4.9521547,-2.2821318,-1.1730244,-0.0917972,0.4772659,-1.1989218,2.2116747,-1.8967632,0.7145532,2.5323337,-0.2201682,-2.7476225,-0.4013341,-1.3470917,-0.6315027,-3.0658895,-2.8796706,0.5583336,-4.4914057,-0.2202044
36,4.9356795,-1.2114111,-0.2922636,-0.1567905,-1.009295,0.1611419,1.36532,-2.1125075,1.427348,3.7276223,0.5290904,-2.3240363,0.3959292,-0.8650114,-2.368569,-4.1082436,-3.4729345,-0.1879624,-3.6053281,1.3011028
37,-0.3923357,-2.445246,-1.6472033,-0.3459171,-0.2566182,-1.2455373,0.7237222,-1.6674279,1.7720029,2.3984319,0.3708967,-3.6587827,-0.131303,-0.5651628,-3.3155146,-3.5171417,-3.2413047,-0.8812785,-3.1305897,0.8279831
38,3.8868917,-0.8407231,-0.6926265,-0.7620421,-0.1229974,-1.2788432,2.0092432,-1.9851414,1.8314429,3.3063906,-0.6388947,-1.4894457,-0.2220794,-0.2331137,-1.6631511,-2.3617321,-3.3099683,0.5364397,-3.2451905,-1.1398283
39,1.2926874,-3.5445666,0.4695216,0.0642649,0.4692346,-1.0798061,1.2796794,-1.3998973,1.5157395,2.0092591,-0.247673,-2.4851669,-0.7143658,-0.8674116,-2.7178108,-4.4377057,-1.3343644,-1.2423855,-2.5577233,0.3849414
40,3.2330622,-2.9532957,0.053251,0.1388776,-0.0010853,-1.7087051,2.8072788,-2.1286079,1.6766029,3.3335414,1.112624,-1.8413073,0.7168186,-0.5208073,-0.883087,-2.4506332,-2.8034615,0.106764,-3.2504864,0.0274707
41,4.1529798,-0.4723363,-1.033344,-0.1090799,-1.6367951,-1.1419146,2.696437,-1.5155299,1.8115528,2.1857181,0.4487138,-3.7713283,-0.7219412,-0.4657697,-3.2500082,-1.6567687,-2.3154216,2.3835821,-3.1732716,0.6659999
42,3.6154141,-1.4420243,-0.2694275,-0.0675062,0.0126293,-0.3102991,2.3541184,-2.0402689,1.5022213,3.2109168,-0.0032717,-1.4588799,0.8108149,0.4682767,-1.239032,-1.4839305,-4.3384626,0.932677,-3.1370981,-1.5118559
43,3.0945075,-2.7287473,-3.0734045,-0.7851965,-0.3110187,-0.43379,2.6387618,-1.5417003,1.9506359,2.7395229,0.1641006,-3.4550388,0.1173441,-1.2914701,-1.5017443,-2.3570829,-3.8760098,-1.9796523,-2.5822105,-1.8374593
44,4.0963086,-2.2061662,-2.5266693,-0.8381094,-0.2938422,-0.415112,1.8429717,-1.6152792,2.6372617,2.6871682,0.7683617,-4.0539585,1.4605533,-2.2067825,-1.6935761,-2.3704468,-2.6438705,1.0699117,-3.8860148,-0.8753616
45,2.8580027,-1.1492793,-1.2884638,0.002648,-0.6480967,-1.1692649,2.9325492,-2.5777217,2.4838593,2.0539644,0.4791129,-2.0523064,-0.2966274,-1.3261079,-2.6496385,-3.8792693,-2.2283226,-0.6356303,-3.0315238,0.1956484
46,1.7669816,-1.9611347,-0.8496141,0.0749638,-0.1682536,-0.7935649,2.1506206,-1.7332579,2.6098074,2.5559304,-0.0610666,-4.2265917,0.0306565,-1.9898342,-1.8491733,-2.1769646,-1.3641249,-0.5081614,-3.8304414,-0.2720068
47,1.5409732,-2.6950364,-1.0260948,-0.1562504,-0.985176,-1.3735666,1.8717498,-1.8806333,1.3146497,4.4804456,0.3576957,-0.3622321,-0.1652952,-1.5015926,-1.7834442,-6.0342659,-2.5150551,0.1855106,-1.7412759,2.9304025
48,1.8127493,-1.5813525,-0.735126,-0.4033388,0.4707212,-0.5452301,2.6586945,-1.4720644,2.0282241,4.0090167,1.1060701,-2.486726,0.418003,-0.4189676,-1.0977415,-2.1245426,-3.4475451,-0.0182681,-2.5810033,1.3621322
49,1.0978823,-1.7155468,-1.9231988,-0.4944519,0.6774154,-0.6139555,1.8459185,-1.7223372,1.8909237,2.2270442,0.3405746,-3.1563587,-0.0650915,-1.5609119,-2.4370347,-0.4392671,-3.6208295,-0.593816,-3.4325034,0.8918141
50,2.2791666,-2.6287524,-0.7762945,0.0992844,-1.3448824,-2.0513577,3.572183,-1.5593366,2.616439,2.6263712,0.004753,-2.7500898,-0.6026825,-0.5550177,-2.7844422,-3.2605267,-2.2783906,0.8487742,-2.7948269,1.9581977
51,1.6248292,-3.0312299,-1.1633542,-0.4500288,-0.0090056,-1.3976521,1.9056818,-0.7432217,1.8317804,2.4758655,-0.8955916,-2.193306,0.8568022,0.183778,-2.8447699,-3.247632,-2.7400686,1.8772743,-3.990737,-0.1017953
52,3.0058439,-1.4175221,1.4883546,-0.3745043,-1.5165162,-0.6874321,1.2593571,-2.0688254,2.0990316,0.8367055,0.2495643,-2.10961,0.6557574,-0.0138893,-3.4298447,-3.7218007,-4.3887713,0.6504483,-2.7563914,-1.0280491
53,2.5844365,-1.5234522,-1.2339603,-0.7096769,-0.5235947,0.0952002,1.4807873,-2.3127224,2.5146017,3.1866621,1.8310476,-2.5188939,0.1021465,-0.8183784,-1.9893045,-3.9618919,-3.4684763,-0.6244122,-3.099449,-0.5813686
54,2.7894174,0.0174253,0.2855845,-0.3900031,1.0496396,-1.1122128,1.9778063,-1.8878834,2.2293979,2.3898674,0.6137017,-3.1422563,0.2507595,-1.5389762,-0.6578451,-2.0971221,-2.038614,-0.6870244,-3.9736581,-0.4891476
55,1.4346869,-1.3550415,-0.1739573,0.1450073,-0.4650218,-0.8076846,3.2353217,-1.3394515,1.4946124,2.8349802,0.1986389,-2.548899,-0.4291212,-2.3303979,-1.8960882,-4.0036334,-4.0354408,-1.5217504,-2.2012536,-0.3410003
56,3.2949816,-1.4662694,-2.0720796,-0.3103898,-0.073107,-1.2696413,0.6377664,-1.6239903,2.3528762,2.3323902,0.436703,-2.6488361,-0.0276009,-1.318399,-2.7373681,-2.0893577,-2.0759743,-0.2498613,-3.7033629,0.1044313
57,3.8913976,-2.2024435,-1.6592205,-0.6527601,0.4333109,-1.4472993,1.6992112,-1.4421479,2.3582007,1.8269512,-0.3331175,-5.0688447,-0.3150658,-0.57161,-2.7359803,-1.1962007,-3.3032667,0.1481445,-4.827119,0.0102177
58,2.285102,-1.933656,-1.6128591,-0.2433776,-0.2104595,-0.7685594,0.6316378,-1.7906484,2.0729235,4.6702495,1.2102433,-2.2206758,0.0662858,-1.7908225,-2.8422426,-3.3150988,-2.4123957,0.0536319,-3.0567475,-1.0950512
59,2.9142141,-2.4084705,-0.4046419,-0.847843,-2.1322609,-0.4573217,2.0320006,-1.5227175,1.4137992,1.5529543,-0.4650358,-1.6877468,-0.2816986,-0.1890892,-3.1739611,-4.4212168,-4.2460071,0.7544468,-2.9133439,0.8995586
60,2.4055661,-1.2424681,1.1876822,-0.5235606,-1.1634826,-0.4886177,2.9754579,-1.7351469,1.9047667,2.9166895,1.0622951,-2.0261872,0.9934873,-1.2976245,-1.7133696,-2.9841138,-3.7214014,-1.1809941,-2.3889592,0.3069669
61,3.8499659,-2.030646,-0.9156289,-0.0905393,-0.4856921,-1.27386,2.6002838,-1.5277538,1.8827345,1.4805852,0.1472059,-3.2395571,-0.1994912,-1.8773943,-2.1176561,-1.5372284,-3.6258269,0.2859984,-1.9920851,-1.0419715
62,4.2747651,-2.4219591,-1.067986,-0.214866,1.371394,-2.2823376,2.341665,-1.8333451,1.8812718,1.7169713,1.4528303,-2.2104546,0.8404026,-0.6795929,-2.6932603,-3.6186102,-2.9703908,0.1829572,-4.6771044,1.7770733
63,3.009881,-1.9265544,-1.9723599,0.2282691,-1.1692923,-0.942737,3.1843267,-2.2635489,2.4402322,3.0898635,-0.5935591,-3.2403464,0.1004069,-3.5764092,-2.494769,-3.3125893,-4.3167435,-0.0170012,-4.1266977,-0.2388066
64,0.1622809,-1.9337406,-1.5267691,-0.4530055,0.2741711,-0.5851354,0.110599,-1.6218279,1.8754891,3.8567219,0.7778814,-2.2646282,-0.9589491,-0.8488539,-2.6138915,-3.4964711,-4.4022531,-1.1360474,-5.3948827,-0.0532485
65,3.6310807,-2.9230675,-1.3022997,-0.8785051,-0.2739264,-0.5406115,3.9297881,-1.5710924,2.4247182,3.6720743,-0.353753,-1.8273827,0.2851154,-1.7271489,-0.6409214,-3.3301842,-2.5486907,-0.7093029,-2.7803479,-0.1065584
66,1.6376794,-3.2482786,-2.4422666,-0.1879331,0.9533049,0.0740187,1.5649335,-1.7865245,3.2906204,3.2868807,0.5787037,-3.6981443,0.5914079,-1.6884228,-1.3464004,-2.6184166,-3.1284065,0.6680512,-1.7150086,-0.4026902
67,3.6855546,-1.7411774,-2.6844477,-0.2385334,0.0875495,-1.2563356,2.1652185,-1.6328739,2.440895,2.0414031,0.8627925,-2.1196433,-0.4160579,-0.2799123,-3.341083,-4.1217288,-2.8200033,0.4878213,-2.2780162,0.180824
68,2.1753502,-2.8538907,-0.6096927,-0.3354808,-0.8974775,-1.4877906,1.9159515,-1.6759262,1.2875734,0.9653019,0.6876093,-3.2502399,-0.044586,0.5863778,-1.7428696,-3.4115534,-3.133534,-1.9675969,-2.1975647,0.5061976
69,5.5874273,-2.0574035,-1.9241063,-1.2596426,-1.8586092,-1.7282322,1.7259234,-2.4641796,2.2469221,3.4571211,0.7636207,-1.5897946,0.385795,-1.0050666,-1.5917028,-2.6871576,-4.3527429,-1.5519491,-4.1562311,1.7453094
70,5.1780463,-2.0114221,-1.6707611,-0.119196,0.9173593,-1.095468,1.9929343,-2.068473,2.3567229,3.3524412,-0.8567392,-2.3984294,0.6884139,-0.3997135,-1.5990287,-2.7359421,-3.0576191,-0.4801373,-4.0768225,-0.1427986
71,1.0104624,-2.215224,-0.9222805,-0.5823209,0.0514647,-0.4746137,3.6591971,-2.1554473,1.8889722,2.0722824,-0.3806323,-1.8033956,0.5779532,-2.3139529,-1.4849293,-2.7830694,-3.4051599,0.6267137,-2.784797,0.8376319
72,2.7602086,-2.5020911,-1.4904313,-0.144003,-0.3884233,-0.4724943,2.6718626,-2.2800991,0.6119014,1.4343069,0.9238118,-1.8454124,0.2994776,-1.3703071,-3.1767702,-4.9280832,-3.9884448,0.8084766,-4.1773952,-1.2437046
73,3.4774481,-2.6986514,-2.2013469,-0.3774739,-0.0983513,-1.2732094,2.7048835,-1.7676809,1.7608489,3.4763946,0.1172433,-2.5127458,0.4062669,-0.232711,-1.7578451,-2.7562415,-2.9603937,1.2737594,-3.3762998,0.2677663
74,2.6282197,-2.6530391,-2.7060625,-0.0630486,-0.390657,-1.0413327,3.1543493,-1.9269064,1.8146934,3.002302,-0.377919,-1.7269745,-0.5544028,-1.0504667,-3.4854101,-1.0977468,-2.456237,0.5920578,-2.4868579,-0.3251405
75,2.3913024,-0.5410026,-1.5321297,-0.455147,-0.8418636,-1.468935,1.8131408,-1.8486665,1.7383495,5.0694337,1.353232,-2.9250872,0.1885993,-1.8256447,-1.5439899,-1.9475275,-4.9091251,-0.2445848,-4.1543523,-0.9009362
76,0.2126777,-1.5599736,-0.8276444,-0.1978804,0.7630931,-1.5255311,1.8643325,-1.6184899,1.7834677,3.1738547,0.1844948,-2.3073258,0.1767077,-2.004679,-2.0524807,-2.9470378,-3.7528184,-1.4652574,-1.5021575,-0.2443997
77,3.2774413,-0.1160601,-1.8216871,-0.4142948,0.9330784,-1.5334913,3.5099348,-2.1626763,3.1068,1.7931536,0.0668744,-2.7050737,-0.3041546,-0.4455026,-2.756621,-2.1582254,-3.6704071,0.1506264,-2.7660427,1.5469672
78,3.2048393,-2.550868,-2.0149592,-0.0771482,-0.9363262,-1.8878547,0.9727559,-2.3997294,1.7028676,3.1729864,0.0715081,-2.8843211,-0.8048523,-0.2948716,-1.7311491,-2.5578562,-2.6257128,-0.9348061,-3.3625419,0.4852327
79,0.8376111,-1.8596618,0.7794492,-0.5725431,1.06398,-0.6792597,1.7678688,-1.9530488,2.1408229,2.5843455,-0.0445426,-3.9792132,0.2204634,-0.9579445,-3.711469,-3.1863717,-4.3517198,0.5342742,-3.038866,-0.3227555
80,0.952643,-1.5837059,-0.8044477,-0.7823881,0.0625781,-1.8506239,1.8195273,-2.261603,2.8321847,3.0684666,0.4451902,-3.2610185,0.9188694,-2.1184998,-0.986625,-2.7202195,-2.4854936,1.0697184,-3.5644311,-1.1560907
81,2.6512311,-1.7415286,-1.0505833,-0.8404002,-1.3154849,-0.7181921,3.2800697,-1.7569012,2.4544272,2.3977789,0.496614,-2.8601165,0.5732014,-0.685822,-2.3114168,-1.789217,-2.8792496,-0.3392632,-3.5353363,-2.797821
82,3.2037094,-1.1595418,-1.5285824,-0.1291902,-0.2474227,-1.125168,2.6971585,-1.602236,1.8424182,3.1788481,0.815647,-3.0482141,0.1525081,-3.7200789,-2.1920987,-2.1911393,-3.2385378,-0.1709331,-2.6729936,0.2848404
83,1.9517612,-1.5807142,-2.4501174,0.2177747,-0.5960574,0.1846872,3.1948184,-2.4717999,2.2588735,2.8074478,-0.5742717,-2.2647101,1.0854848,-1.0985372,-0.1540253,-1.2735849,-2.2085475,0.1459223,-3.6325187,-0.5522212
84,3.5766386,-2.6384878,-1.2883796,-0.7373286,-0.7352611,-0.7077878,2.5947926,-1.9433375,1.1287098,2.2678131,0.1856862,-1.5611984,1.4337611,-0.6510826,-2.7201222,-3.2822538,-3.9792698,0.7575685,-2.6164476,0.0061383
85,2.3183976,-2.4052883,-1.3981201,-0.3526528,-0.6884941,-0.8158846,2.0642491,-2.3383074,1.9477383,5.0713168,0.5500269,-3.0909437,-0.1817899,-1.4019203,-3.7569358,-3.8321287,-5.0332046,-1.4026192,-2.8204821,-1.0326498
86,1.843454,-0.7929054,-0.0171918,-0.5119713,0.3105298,-0.8230463,2.6662692,-1.7716322,2.2760841,1.9309792,1.0064859,-2.3853284,0.1323739,-0.7844252,-1.7703137,-3.826,-2.6762737,2.3837818,-3.6778469,0.3287053
87,1.340091,-2.589928,-1.6123321,0.0643724,-1.2313508,-1.1154468,1.7738066,-1.8077511,2.2845374,2.1895014,0.4682113,-1.4982272,0.0272504,0.1453378,-1.4010578,-2.2728928,-1.9187945,-1.6576598,-3.4961836,0.605366
88,-0.5358816,-3.6844512,-0.9292714,-0.7233648,0.6107104,0.0871513,2.0537339,-2.3574573,0.9080752,3.2603823,0.1512127,-0.7666605,0.55311,-2.2351898,-3.4578098,-0.9214685,-4.23115,0.5359014,-3.3522841,-0.8505036
89,3.3236792,-3.2281992,0.2390136,-0.07925,0.9364685,-0.4193076,2.2270214,-2.2144852,2.2188799,3.5894437,0.4793437,-2.3780679,-0.5619855,-2.1296999,-1.1923345,-2.65616,-3.7538524,-0.4215232,-3.4775115,-0.0648532
90,2.1454591,-0.8083595,0.0761805,-1.1372856,-1.3222422,-1.5056292,2.0251305,-1.37686,1.1697333,2.6917581,-0.0961478,-1.7611515,0.1562871,-2.7897022,-1.6439556,-3.1464709,-2.7700725,0.3085934,-3.7213505,1.6146372
91,2.3790834,-1.7114969,-0.4968102,-0.0890425,-1.3890675,-0.887982,2.3664893,-2.1367478,1.9946085,2.955734,0.1222997,-2.3786723,0.5011996,-1.7535174,-2.4863101,-2.5968391,-3.6089273,0.1533455,-2.2447131,0.6734205
92,4.782315,-3.3437025,-0.5245268,-0.179654,-0.4618345,-0.7242625,2.754374,-1.9069375,2.8032526,2.8817546,0.6643433,-3.0741625,0.8446764,-1.9552038,-2.5819343,-2.6918246,-3.3258353,-0.4663386,-1.979295,1.6450112
93,2.9260833,-1.7885383,-1.9402508,-0.3540039,0.0135126,-0.8346068,2.33758,-1.2915284,2.8279143,2.4908038,0.6164969,-4.3178736,0.5172144,-1.3118987,-0.7297169,-3.6213151,-3.1710957,-2.246412,-4.0043814,-2.4860335
94,1.5383694,-2.588817,-1.8696357,0.1677503,0.436561,-0.8464522,1.5960237,-1.5543788,1.6915458,1.8144694,-0.3253921,-3.1752679,-0.6262823,-1.1670657,-2.5187315,-2.656255,-0.1782399,1.2283603,-2.5461339,-1.2287187
95,4.0911911,-1.7857619,-0.9837524,-0.3999239,-0.227642,-1.3692983,1.8567175,-1.5935252,1.6323059,1.7957649,-0.0328315,-3.0071225,-0.1862124,0.4542482,-3.2929714,-4.8407671,-1.8277675,-0.92735,-2.2644582,2.0277333
96,4.8265003,-0.5744515,-2.5575641,0.3577444,-0.3326649,-1.1351119,1.4886477,-1.6820159,2.5822258,1.5990496,0.5183109,-3.3803015,-0.9358661,-1.3362717,-2.7134991,-2.6530058,-3.0290028,-0.7961294,-3.7077082,0.9282505
97,2.1366686,-2.8880765,-2.6724413,-0.8246868,0.5287509,-0.4642184,1.8106067,-1.3158189,1.7087364,1.672814,0.2634489,-2.2008133,0.6903456,-2.4277806,-1.9914704,-1.8731571,-3.9686932,0.5547161,-2.4316781,1.4253486
98,3.4540769,-1.9986215,-1.4085263,-0.4309429,-0.5989288,-1.3126333,2.9147599,-1.7822472,3.3017958,2.4560053,0.5587009,-3.0341466,0.4157258,-0.4419334,-1.1881045,-3.0590587,-4.1029153,1.1550124,-2.2108885,-0.1809832
99,0.5118503,-2.2612528,-0.911908,-0.6754692,-1.4293635,-1.1081107,3.9964604,-1.3445651,1.2423986,1.8777586,-0.1096992,-1.5624628,0.675711,1.027814,-2.8820715,-2.257009,-4.9449611,0.3161445,-3.1066609,-0.0035504
100,1.7008401,-2.6032828,0.4757272,-0.0782189,5.7048378,-2.56354,-2.5797938,-2.5320172,1.1121746,-0.4026254,3.7101208,3.310577,-3.2884344,-0.006396,1.1843634,1.0688294,0.5824745,1.8002324,3.2112195,-0.4011296
101,2.1165607,-2.9079348,-0.1469243,0.3298983,3.1041428,-1.2236071,-1.5928305,-1.3412157,-0.9187714,-0.0464697,3.4823372,2.4399838,-3.2361582,-0.6373372,0.445743,2.1537153,0.1445396,1.51831,1.8496505,0.6185816
102,1.9601969,-1.3064712,-1.5629761,-3.3320162,4.3391847,-0.645375,-1.2501727,0.2185889,-1.6534899,-0.2891803,3.6529104,4.8567092,-2.5797198,-0.3152272,2.1159123,4.554761,1.6305237,0.9367733,2.9895058,-1.1221416
103,1.9031069,-3.7446078,0.5727667,-1.182293,3.7698948,-2.9386675,-0.769501,-5.2367284,0.4603548,0.5944595,3.6367612,2.2289392,-2.3575921,-3.5062678,1.0364973,4.3781554,1.5709333,0.4839809,1.9724171,-2.7589967
